code,iso,country,FSOC.1950,FSOC.1951,FSOC.1952,FSOC.1953,FSOC.1954,FSOC.1955,FSOC.1956,FSOC.1957,FSOC.1958,FSOC.1959,FSOC.1960,FSOC.1961,FSOC.1962,FSOC.1963,FSOC.1964,FSOC.1965,FSOC.1966,FSOC.1967,FSOC.1968,FSOC.1969,FSOC.1970,FSOC.1971,FSOC.1972,FSOC.1973,FSOC.1974,FSOC.1975,FSOC.1976,FSOC.1977,FSOC.1978,FSOC.1979,FSOC.1980,FSOC.1981,FSOC.1982,FSOC.1983,FSOC.1984,FSOC.1985,FSOC.1986,FSOC.1987,FSOC.1988,FSOC.1989,FSOC.1990,FSOC.1991,FSOC.1992,FSOC.1993,FSOC.1994,FSOC.1995,FSOC.1996,FSOC.1997,FSOC.1998,FSOC.1999,FSOC.2000,FSOC.2001,FSOC.2002,FSOC.2003,FSOC.2004,FSOC.2005,FSOC.2006,FSOC.2007,FSOC.2008,FSOC.2009,FSOC.2010,FSOC.2011
372,IRL,Ireland,0,0,0,0,0,0.015151515,0.015625,0.015151515,0.014492754,0.014925373,0.013888889,0.015873016,0.025,0.027777778,0.026315789,0.037037037,0.024390244,0.052083333,0.059405941,0.059405941,0.06,0.066037736,0.078740157,0.066666667,0.080536913,0.088607595,0.094117647,0.138728324,0.126829268,0.128712871,0.130890052,0.123076923,0.126168224,0.113636364,0.11682243,0.111607143,0.116591928,0.105726872,0.121338912,0.10619469,0.10373444,0.126394052,0.130909091,0.149501661,0.145762712,0.135135135,0.131487889,0.125806452,0.135220126,0.135542169,0.145502646,0.157622739,0.152849741,0.162227603,0.173626374,0.185897436,0.187368421,0.195121951,0.193899782,0.188053097,0.180803571,0.185897436
833,IMN,Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,ISR,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,ITA,Italy,0,0.013513514,0.012987013,0.025,0.012820513,0.025,0.025,0.048192771,0.033333333,0.022988506,0.04040404,0.03960396,0.037037037,0.053571429,0.034188034,0.040983607,0.056910569,0.06870229,0.054263566,0.076923077,0.057142857,0.043165468,0.05,0.059259259,0.051094891,0.056737589,0.055555556,0.067567568,0.066666667,0.071428571,0.075949367,0.082802548,0.069620253,0.073619632,0.068965517,0.072222222,0.063953488,0.063218391,0.059171598,0.08,0.094444444,0.094240838,0.104265403,0.106280193,0.113744076,0.1,0.124444444,0.13304721,0.139240506,0.157303371,0.146616541,0.150943396,0.158844765,0.151291513,0.142322097,0.125,0.137195122,0.167613636,0.174515235,0.176470588,0.178666667,0.175066313
388,JAM,Jamaica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,JPN,Japan,0,0.003326251,0.026778667,0.061101571,0.097218432,0.098586913,0.089463615,0.099830797,0.087769323,0.088958601,0.084051128,0.077633632,0.083261798,0.087567415,0.110643784,0.109228287,0.095330016,0.098256113,0.094794269,0.092640917,0.104996951,0.100208897,0.112150286,0.093388631,0.11845642,0.103221556,0.108705799,0.137894606,0.135030572,0.134490554,0.130390206,0.142677053,0.141953936,0.143197978,0.141275791,0.141332085,0.143830876,0.154968919,0.149075525,0.155489305,0.149040319,0.143858259,0.156320872,0.153499167,0.153607654,0.147127696,0.158764304,0.156885221,0.146346066,0.140548769,0.161837996,0.167254092,0.177636871,0.175916723,0.180651705,0.169534928,0.146276142,0.155071113,0.159268264,0.15586269,0.15389074,0.149368625
400,JOR,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,KEN,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.038461538,0.037037037,0.066666667,0.0625,0.055555556,0.078431373,0.065217391,0.055555556,0.057692308,0.037735849,0.081967213,0.096774194,0.090909091,0.115942029,0.125,0.125,0.112676056,0.098591549,0.097222222,0.135802469,0.126582278,0.138461538,0.126984127,0.097222222,0.128205128,0.166666667,0.163043478,0.153846154,0.182795699,0.186813187,0.191489362,0.182795699,0.195876289,0.182795699,0.175824176,0.182795699,0.172043011,0.172043011,0.166666667,0.188118812,0.188118812,0.192307692,0.192307692,0.18627451
296,KIR,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.051282051,0.045454545,0.046511628,0.042553191,0.043478261,0.06,0.075471698,0.055555556,0.06779661,0.098039216,0.094339623,0.096153846,0.08,0.076923077,0.075471698,0.074074074,0.071428571,0.070175439,0.055555556,0.066666667,0.061538462,0.057971014,0.058823529,0.081081081,0.08,0.068493151,0.056338028,0.093333333,0.067567568,0.125,0.101123596,0.12,0.102040816,0.12962963,0.159292035,0.19047619,0.192307692,0.1875,0.186046512,0.181102362,0.190839695,0.186046512,0.189393939
414,KWT,Kuwait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,KGZ,Kyrgyzstan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,LAO,Laos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,LVA,Latvia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,LBN,Lebanon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,LSO,Lesotho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,LBR,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0.018181818,0.032258065,0.015873016,0.015625,0.044776119,0.056338028,0.042857143,0.054794521,0.061728395,0.076086957,0.094339623,0.101694915,0.105263158,0.11971831,0.117647059,0.135294118,0.195402299,0.182795699,0.18579235,0.180232558,0.175531915,0.180904523,0.178403756,0.180094787,0.18018018,0.173515982,0.187214612,0.184684685,0.181818182,0.178743961,0.183168317,0.164319249,0.16509434,0.156950673,0.172131148,0.176691729,0.178423237,0.171548117,0.144144144,0.175510204,0.177777778,0.184313725,0.179282869,0.170731707,0.170731707,0.173387097
434,LBY,Libya,0,0,0,0.015384615,0,0.015151515,0.014925373,0.028571429,0.025641026,0.048780488,0.047058824,0.034482759,0.042105263,0.04950495,0.038095238,0.028301887,0.052173913,0.063492063,0.055555556,0.062015504,0.126760563,0.126760563,0.124137931,0.105263158,0.107594937,0.101910828,0.102564103,0.185,0.18,0.181372549,0.179104478,0.176470588,0.166666667,0.16,0.151960784,0.138461538,0.141414141,0.139303483,0.135678392,0.145,0.126903553,0.131979695,0.136150235,0.147465438,0.142180095,0.142201835,0.155844156,0.142222222,0.141025641,0.162698413,0.144628099,0.149193548,0.158301158,0.164835165,0.142857143,0.142259414,0.154150198,0.178181818,0.178571429,0.166064982,0.173144876,0.163636364
438,LIE,Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,LTU,Lithuania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LUX,Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,MAC,Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,MKD,Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,MDG,Madagascar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,MWI,Malawi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,MYS,Malaysia,0,0,0,0,0,0,0,0,0.002636368,0.002636368,0.00260213,0.002536253,0.00250455,0.002251281,0.003836078,0.003773403,0.003624936,0.003508137,0.003390742,0.003297329,0.011136013,0.010365057,0.025821072,0.025054201,0.020192836,0.037369296,0.03923454,0.049519759,0.044780696,0.054522432,0.054904094,0.053125763,0.071000939,0.072169272,0.075964085,0.084552543,0.079800459,0.092474898,0.088554373,0.094424018,0.090684525,0.090616684,0.086188443,0.082171125,0.090848738,0.092710834,0.096223987,0.085538867,0.086361236,0.066194765,0.078053621,0.075404776,0.082580703,0.086314654,0.089706279,0.089101648,0.083164564,0.146211902,0.148500213,0.157811974,0.140664044,0.157005462
462,MDV,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0.108108108,0.085714286,0.11627907,0.097560976,0.108695652,0.12,0.081632653,0.12962963,0.127659574,0.113636364,0.106382979,0.108695652,0.106382979,0.12244898,0.106382979,0.108695652,0.111111111,0.14,0.156862745,0.153846154,0.14,0.14893617,0.108695652,0.113636364,0.12962963,0.115384615,0.098039216,0.098039216,0.1,0.113207547,0.096153846,0.105263158,0.076923077,0.055555556,0.071428571,0.087719298,0.087719298,0.123076923,0.150684932,0.155844156,0.172839506,0.164556962,0.146666667,0.155844156
466,MLI,Mali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,MLT,Malta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,MHL,Marshall Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,MTQ,Martinique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,MRT,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0.015625,0.028985507,0.028169014,0.02739726,0.025641026,0.025316456,0.025316456,0.012048193,0.021276596,0.019230769,0.018348624,0.051470588,0.082706767,0.083916084,0.092592593,0.11299435,0.132183908,0.120418848,0.135678392,0.133640553,0.134529148,0.141630901,0.128099174,0.169117647,0.15530303,0.163194444,0.174061433,0.17218543,0.177370031,0.179012346,0.188405797,0.18597561,0.187319885,0.188732394,0.190600522,0.189873418,0.190981432,0.181818182,0.176630435,0.187969925,0.176767677,0.181372549,0.18159204,0.175438596,0.183023873,0.182058047,0.174262735,0.176781003,0.168478261
480,MUS,Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048780488,0.093023256,0.068181818,0.051724138,0.066666667,0.073529412,0.043478261,0.028571429,0.055555556,0.029411765,0.073170732,0.0625,0.071428571,0.091954023,0.096774194,0.087912088,0.1,0.111111111,0.087912088,0.101123596,0.1,0.108695652,0.117021277,0.112244898,0.126213592,0.123809524,0.122641509,0.103092784,0.112244898,0.103092784,0.118181818,0.121495327,0.101851852,0.108108108,0.094827586,0.094017094,0.094827586,0.094017094,0.113821138,0.17218543,0.202531646,0.202531646,0.202531646,0.186666667,0.198717949
175,MYT,Mayotte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,MEX,Mexico,0,0,0,0,0,0,0,0,0.010416667,0.010204082,0.037735849,0.037037037,0.018691589,0.024793388,0.035971223,0.034482759,0.053691275,0.052980132,0.059139785,0.053191489,0.077319588,0.087804878,0.082125604,0.08411215,0.100877193,0.097777778,0.129032258,0.129770992,0.11372549,0.120437956,0.113207547,0.105263158,0.153605016,0.164772727,0.167630058,0.168044077,0.166666667,0.162921348,0.16713881,0.160458453,0.157024793,0.155124654,0.162464986,0.162921348,0.164345404,0.165803109,0.157754011,0.1525,0.153465347,0.1575179,0.167048055,0.165898618,0.160465116,0.181619256,0.179824561,0.182212581,0.182590234,0.184322034,0.178111588,0.176972281,0.175213675,0.165198238
583,FSM,Micronesia,0,0,0,0,0,0,0,0,0.066666667,0.066666667,0.05,0.05,0.05,0.05,0.086956522,0.047619048,0.045454545,0.043478261,0.038461538,0.074074074,0.054054054,0.055555556,0.054054054,0.052631579,0.05,0.052631579,0.052631579,0.054054054,0.051282051,0.086956522,0.046511628,0.047619048,0.045454545,0.08,0.089285714,0.041666667,0.039215686,0.019607843,0.136986301,0.114285714,0.125,0.160493827,0.15,0.148148148,0.1375,0.141025641,0.151162791,0.142857143,0.128205128,0.126436782,0.126436782,0.120481928,0.127906977,0.126582278,0.115384615,0.119047619,0.131868132,0.139784946,0.161616162,0.17,0.168316832,0.168316832
498,MDA,Moldova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,MCO,Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,MNG,Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,MNE,Montenegro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,MSR,Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,MAR,Morocco,0,0,0,0,0.031746032,0.016129032,0.044776119,0.015873016,0,0.026666667,0.0125,0.034883721,0.03,0.039215686,0.036697248,0.052631579,0.044642857,0.058333333,0.056451613,0.056,0.072072072,0.07079646,0.064220183,0.084745763,0.096296296,0.087837838,0.137142857,0.124324324,0.12,0.127659574,0.13368984,0.141361257,0.150943396,0.149038462,0.152838428,0.14084507,0.139130435,0.150406504,0.153846154,0.151639344,0.149193548,0.136,0.13618677,0.133858268,0.144486692,0.144444444,0.127208481,0.146258503,0.155629139,0.147540984,0.142348754,0.149501661,0.150641026,0.134228188,0.139751553,0.139751553,0.135951662,0.151162791,0.164345404,0.152737752,0.164345404,0.157746479
508,MOZ,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0.024390244,0,0,0,0.022222222,0.068181818,0.044444444,0.074074074,0.080645161,0.085714286,0.086419753,0.064935065,0.133333333,0.128712871,0.115384615,0.165137615,0.154545455,0.147540984,0.140625,0.163120567,0.154411765,0.15862069,0.157142857,0.145833333,0.148648649,0.150684932,0.146153846,0.140625,0.108108108,0.120689655,0.138461538,0.171875,0.162601626,0.161290323,0.161971831,0.167938931,0.160305344,0.162962963,0.171232877,0.164179104,0.166666667,0.168674699,0.16875,0.164705882,0.186046512,0.187134503,0.189944134,0.187134503,0.193370166
104,MMR,Myanmar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,NAM,Namibia,0,0,0,0,0,0.025,0.025,0.046511628,0.045454545,0.045454545,0.045454545,0.04,0.051724138,0.049180328,0.042253521,0.041666667,0.04,0.070588235,0.066666667,0.086021505,0.084210526,0.087378641,0.085714286,0.083333333,0.103448276,0.105691057,0.133858268,0.112781955,0.116129032,0.151351351,0.162162162,0.155913978,0.17,0.179245283,0.179372197,0.18061674,0.167420814,0.182242991,0.18018018,0.191489362,0.200772201,0.202479339,0.18957346,0.182692308,0.177664975,0.177884615,0.174528302,0.178082192,0.170940171,0.180257511,0.162162162,0.164556962,0.158119658,0.156862745,0.157088123,0.155102041,0.15018315,0.155102041,0.168539326,0.168539326,0.166037736,0.167938931
520,NRU,Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,NPL,Nepal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,NLD,Netherlands,0,0.013629605,0.029411252,0.038538882,0.068332912,0.075145644,0.081963517,0.075935297,0.086945982,0.074609146,0.09484355,0.092770487,0.101410103,0.115741047,0.106105381,0.117676239,0.124150928,0.136389182,0.132931992,0.132125919,0.143926054,0.158992583,0.159701519,0.150958324,0.153208652,0.16892831,0.178671629,0.168823416,0.171924513,0.173549413,0.17786664,0.178382086,0.171924513,0.180759194,0.184806832,0.189829745,0.185664768,0.194516214,0.182138801,0.185212153,0.191939919,0.185677808,0.188248044,0.183170031,0.181246635,0.180536732,0.196197476,0.189780139,0.190609918,0.181300681,0.189858657,0.192210077,0.195264172,0.190492061,0.187212654,0.197055349,0.195551732,0.199509425,0.203201893,0.194707563,0.197037277,0.20474528
530,ANT,Netherlands Antilles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,NCL,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0.068965517,0.058823529,0.060606061,0.060606061,0.060606061,0.058823529,0.088235294,0.083333333,0.069767442,0.088888889,0.093023256,0.086956522,0.106382979,0.081632653,0.081632653,0.078431373,0.08,0.076923077,0.076923077,0.105263158,0.105263158,0.103448276,0.140625,0.126760563,0.121621622,0.170731707,0.149425287,0.172839506,0.152941176,0.173913043,0.178947368,0.191919192,0.164835165,0.170212766,0.159574468,0.171717172,0.188679245,0.194915254,0.204724409,0.203125,0.203125,0.198412698,0.198412698
554,NZL,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337547,0.00337547,0.003062926,0.003007237,0.039398553,0.037941543,0.056880321,0.056631975,0.057393312,0.074697443,0.073024921,0.109877318,0.108913794,0.088301202,0.1331282,0.124049895,0.121700344,0.115812847,0.133711618,0.132698712,0.127158437,0.121273692,0.136958849,0.148682236,0.150235026,0.149696901,0.150647382,0.153315451,0.158453789,0.127906961,0.151540751,0.117855419,0.136766408,0.130541939,0.151858288,0.154073081,0.163940326,0.156192543,0.158069669,0.16792851,0.173100379,0.168816775,0.174191773,0.180175195,0.176557653,0.180196847,0.186261771,0.17832138
558,NIC,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.111111111,0.107142857,0.08,0.083333333,0.028571429,0.073170732,0.020408163,0.02,0.06779661,0.068965517,0.051724138,0.053571429,0.047619048,0.032258065,0.037735849,0.052631579,0.066666667,0.183673469,0.166666667,0.183673469,0.16,0.160714286,0.170212766,0.189655172,0.178571429,0.192307692,0.142857143,0.12244898,0.115384615,0.122807018,0.122807018,0.118644068,0.101694915,0.109375,0.111111111,0.123287671,0.111111111,0.123287671,0.148148148,0.1375,0.153846154,0.165048544,0.153846154,0.14,0.156862745,0.156862745
562,NER,Niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
