"code","iso","country","CO2KWH.1990","CO2KWH.1991","CO2KWH.1992","CO2KWH.1993","CO2KWH.1994","CO2KWH.1995","CO2KWH.1996","CO2KWH.1997","CO2KWH.1998","CO2KWH.1999","CO2KWH.2000","CO2KWH.2001","CO2KWH.2002","CO2KWH.2003","CO2KWH.2004","CO2KWH.2005","CO2KWH.2006","CO2KWH.2007","CO2KWH.2008","CO2KWH.2009","CO2KWH.2010"
826,"GBR","United Kingdom",629.940835850957,614.594678699238,605.135431344919,531.414182236453,512.460771644822,486.571024692472,457.215653717328,418.380205051836,416.47280381079,360.34364435859,381.089536673785,398.816220711246,384.617265835168,403.192894010323,410.268406796356,411.417179256522,435.80518844836,426.271165734112,420.145100377658,382.065021381833,390.142382173041
840,"USA","United States of America",548.949999226234,526.742719130281,533.328395573792,531.640514691411,527.76865028211,524.825785158175,526.33465373873,548.563434559396,538.481970236013,520.706267292918,552.771987113139,587.363247993964,544.645062550551,549.581020707176,549.98742186128,549.566993294562,526.534854818665,534.999865986474,522.054141191035,495.034779743758,499.155831878191
850,"VIR","United States Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,"URY","Uruguay",40.3225806451613,89.7435897435898,86.5168539325843,65.1629072681704,10.498687664042,49.1283676703645,100.449775112444,67.1328671328671,29.2580982236155,184.979137691238,56.6534914361001,2.16216216216216,3.12174817898023,1.16550116550117,149.659863945578,102.864583333333,295.373665480427,103.923647932132,303.306727480046,251.40924464487,79.5559666975023
860,"UZB","Uzbekistan",477.195296186394,496.114285714286,538.072897870805,547.779441117764,490.876837303599,432.453316162267,444.149641814805,459.247224478744,483.721545791424,478.534171459141,479.074025634319,478.997027271552,477.241551315625,472.246919852661,467.117864895926,469.921875,465.751699823722,480.025773195876,442.375309285063,466.335468688718,460.120343105876
548,"VUT","Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,"VEN","Venezuela",256.911665542819,205.241553520682,192.615658362989,216.77716921303,182.813816343724,187.338325391423,168.143934382855,172.047143223162,191.59456118665,167.948399900769,174.035416910989,219.485130936529,249.210669569951,253.186621636344,210.451547437849,199.829367712579,210.535682505784,197.974860335196,194.048616932104,195.852149188828,255.009723513993
704,"VNM","Viet Nam",551.84331797235,387.622149837134,308.959835221421,257.03564727955,297.80309194467,301.023890784983,327.036599763872,418.191322530058,442.600276625173,348.896434634975,368.222891566265,332.244364586736,377.374301675978,347.018572825024,365.072495130924,396.011926947447,390.643081501075,375.615579764214,373.569482288828,357.580858482626,402.528977871444
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",554.21686746988,741.116751269035,736.111111111111,638.297872340426,699.074074074074,855.371900826446,878.048780487805,817.543859649123,886.59793814433,828.025477707006,832.844574780059,796.703296703297,766.57824933687,782.926829268293,771.16704805492,714.884696016771,680.890538033395,615.257048092869,577.099236641221,568.249258160237,610.824742268041
894,"ZMB","Zambia",2.49687890137328,2.20994475138122,3.03951367781155,2.4390243902439,3.68550368550369,3.78787878787879,2.78940027894003,3.77833753148615,3.94736842105263,3.8659793814433,3.84615384615385,3.77833753148615,3.68098159509202,3.6101083032491,3.52526439482961,3.35570469798658,3.03030303030303,2.03458799593082,3.09278350515464,1.92122958693564,2.6525198938992
716,"ZWE","Zimbabwe",713.675213675214,939.461883408072,1029.12621359223,1034.80589022758,1090.18567639257,919.334186939821,879.781420765027,786.301369863014,908.814589665653,812.411847672779,738.571428571429,848.293299620733,717.112922002328,514.772727272727,572.01646090535,572.541382667965,658.049353701528,659.224441833137,660,660.377358490566,660.074165636588
